entry,meaning,ipa,example_sentence,translated_sentence
altogether,"【副】完全に, すっかり.",/ɔːltəˈɡeðər/,That is not altogether bad.,全く悪いというわけではない。
literature,【名】文学.,/ˈlɪtərətʃər/,She studied literature in college.,彼女は大学で文学を勉強しました。
measure,"【動】測る, 評価する;【名】測定, 基準.",/ˈmɛʒər/,Money is the measure of worth.,金銭は価値の尺度である。
body,"【名】体, 身体.",/'bɒdi/,The doctor examined the patient's body.,医者は患者の体を検査した。
bond,"【名】絆, 結束;【動】結束する.",/bɑnd/,The bond between us is unbreakable.,私たちの間の絆は壊れない。
Sunday,【名】日曜日.,/'sʌndeɪ/,I look forward to Sunday every week.,毎週日曜日を楽しみにしています。
September,【名】9月.,/sɛpˈtɛmbər/,The weather in September was warm and sunny.,9月の気候は暖かく晴れていた。
Monday,【名】月曜日.,/'mʌndeɪ/,Today is Monday.,今日は月曜日です。
October,【名】10月.,/ɒkˈtoʊbər/,It's October now.,今は10月です。
Thursday,【名】木曜日.,/ˈθɜːrz.deɪ/,I'm looking forward to Thursday.,木曜日が楽しみです。
August,【名】8月.,/ɔːˈɡʌst/,August is my favorite month of the year.,8月は私の一番好きな月です。
set,"【動】置く, 設置する;【名】一組, セット.",/sɛt/,She set the table with dishes.,彼女は皿をテーブルに置いた。
upset,"【動】動揺させる, 狼狽させる;【形】動揺した.",/ʌpˈsɛt/,She was upset when she found out she didn't get the job.,彼女は仕事がもらえなかったことを知って落ち込んだ。
accurate,"【形】正確な, 的確な.",/ˈækjərət/,The information provided by the research team was accurate.,研究チームから提供された情報は正確でした。
comprehensive,"【形】包括的な, 総合的な.",/kɒmprɪˈhɛnsɪv/,The report provides a comprehensive analysis of the market trends.,そのレポートは市場のトレンドの包括的な分析を提供しています。
accommodation,"【名】宿泊施設, 適応.",/əˌkɑːməˈdeɪʃən/,I need to find a suitable accommodation for my vacation.,私は休暇のために適切な宿泊先を見つける必要があります。
commitment,"【名】約束, 献身.",/kəˈmɪtmənt/,She made a commitment to finish the project on time.,彼女はプロジェクトを時間通りに終わらせるという約束をしました。
worth,"【形】価値がある, 値する.",/wɜːrθ/,This book is worth reading.,この本は読む価値がある。
attribute,"【名】属性, 特性;【動】...のせいにする.",/əˈtrɪbjuːt/,Her intelligence is her most admirable attribute.,彼女の知性は彼女の最も賞賛すべき特質です。
origin,"【名】起源, 由来.",/ˈɔrɪdʒɪn/,The origin of the universe is still a mystery.,宇宙の起源はまだ謎です。
dismiss,"【動】解雇する, 却下する.",/dɪsˈmɪs/,The manager decided to dismiss the employee for repeated lateness.,マネージャーは遅刻を繰り返した従業員を解雇することに決めた。
enhance,"【動】強化する, 高める.",/ɪnˈhæns/,Regular exercise can enhance your overall well-being.,定期的な運動はあなたの総合的な健康を向上させることができます。
regulate,"【動】規制する, 調整する.",/rɛɡjəˌleɪt/,The government plans to regulate the use of plastic bags.,政府はプラスチック袋の使用を規制する予定です。
equivalent,"【形】同等の, 相当する;【名】同等物.",/ɪˈkwɪvələnt/,These two books are equivalent in value.,これらの2冊の本は価値が同等です。
reasonable,"【形】合理的な, 妥当な.",/ˈriːzənəbəl/,The price of the product is reasonable.,製品の価格は合理的です。
should,"【助】...すべきである, ...のはずだ.",/ʃʊd/,You should study for the exam.,試験の勉強をすべきである。
suffer,"【動】苦しむ, 患う.",/'sʌfər/,Many people suffer from allergies during the spring season.,春の季節に多くの人々がアレルギーに苦しんでいます。
moderate,"【形】適度な, 中くらいの;【動】和らげる.",/mɑdərət/,Try to be moderate in drinking.,酒を飲むのはほどほどにするように。
suppose,"【動】仮定する, 推測する.",/səˈpoʊz/,Let's suppose that we have unlimited resources.,無限の資源を持っていると仮定しましょう。
implication,"【名】含意, 暗示.",/ˌɪmplɪˈkeɪʃən/,What was the implication of his remark?,彼の発言は含みとして何を言いたかったのですか。
acknowledge,"【動】認める, 承認する.",/əkˈnɑː.lɪdʒ/,I acknowledge that I made a mistake.,私は自分が間違いを犯したことを認めます。
associate,"【動】関連付ける, 連想する;【名】仲間, 共同経営者.",/əˈsoʊʃieɪt/,I associate the smell of fresh baked cookies with my grandmother.,私は焼きたてのクッキーの香りを祖母と結びつけます。
justify,"【動】正当化する, 弁明する.",/dʒʌstɪfaɪ/,"He tried to justify his actions, but no one believed him.",彼は自分の行動を正当化しようとしたが、誰も信じなかった。
incorporate,"【動】組み込む, 合体する.",/ɪnˈkɔːrpəreɪt/,Many companies incorporate sustainability practices into their business strategies.,多くの企業は持続可能性の実践を自社のビジネス戦略に取り入れています。
uniform,"【名】制服;【形】均一の, 一様な.",/juːnɪfɔːrm/,All students must wear a uniform to school.,全ての生徒は学校で制服を着なければなりません。
prospect,"【名】見通し, 可能性.",/prəˈspɛkt/,The prospect of winning the lottery excited him.,宝くじに当たる見込みが彼を興奮させた。
inspire,"【動】刺激を与える, 鼓舞する.",/ɪnˈspaɪər/,Her story inspired me to pursue my dreams.,彼女の物語は私に夢を追い求めることをインスピレーションを与えました。
property,"【名】財産, 所有物.",/ˈprɒpəti/,I inherited a property from my grandparents.,私は祖父母から不動産を相続しました。
receive,"【動】受け取る, 受け入れる.",/rɪˈsiːv/,I receive a gift from my friend.,私は友達からプレゼントをもらいます。
schedule,"【名】予定, スケジュール;【動】予定する.",/ˈʃɛdjuːl/,The meeting is scheduled for tomorrow.,会議は明日予定されています。
lack,"【名】不足, 欠如;【動】欠ける, 不足する.",/læk/,There is a lack of communication in the team.,チーム内でのコミュニケーションが不足しています。
stomach,"【名】胃, お腹.",/ˈstʌmək/,I have a stomachache after eating too much.,食べ過ぎてお腹が痛いです。
above,"【前】...の上に, ...を超えて.",/əˈbʌv/,The bird flew above the trees.,鳥は木々の上を飛んだ。
name,"【名】名前, 名称;【動】名付ける.",/neɪm/,The name of the game is soccer.,ゲームの名前はサッカーです。
cover,"【動】覆う, カバーする;【名】覆い, カバー.",/'kʌvər/,The blanket covers the bed.,毛布がベッドをおおっています。
access,"【名】アクセス, 接近;【動】アクセスする.",/ˈæksɛs/,A bridge gives access to the island.,橋でその島へ渡れるようになっている。
note,"【名】注意, 注釈;【動】注意する, 記す.",/nəʊt/,I wrote a note to myself so I won't forget.,私は自分自身にメモを書いて忘れないようにしました。
boot,"【名】ブーツ, 長靴.",/buːt/,I need to buy a new pair of boots for the winter.,冬に新しいブーツを買わなければなりません。
path,"【名】小道, 進路.",/pæθ/,The hiker followed the path through the forest.,ハイカーは森を通って道に従った。
fire,"【名】火, 炎;【動】解雇する, 発射する.",/faɪər/,The fire spread quickly through the forest.,森林を駆け巡る炎が急速に広がっていった。
plenty,"【名】豊富, 十分.",/'plɛnti/,This should be plenty.,これで十分なはずです。
resource,"【名】資源, 手段.",/rɪˈsɔːrs/,The company has limited resources to invest in new projects.,新しいプロジェクトに投資するためにその会社が持つリソースは限られています。
premise,"【名】前提, 根拠.",/ˈprɛmɪs/,The premise of the argument is that all humans are equal.,議論の前提は、すべての人間は平等であるということです。
withdraw,"【動】撤退する, 引き出す.",/wɪðˈdrɔː/,I need to withdraw some money from the bank.,私は銀行からお金を引き出す必要があります。
nowhere,"【副】どこにも...ない, どこへも...ない.",/ˈnoʊ.(h)wɛɹ/,The document was nowhere to be found.,その書類はどこにも見当たらなかった。
commission,"【名】委員会, 委託;【動】委託する.",/kəˈmɪʃən/,He received a commission for his artwork.,彼は自分の作品に対して手数料を受け取った。
sanction,"【名】制裁, 認可;【動】認可する, 制裁を加える.",/'sæŋkʃən/,The United Nations imposed economic sanctions on the country.,国連はその国に経済制裁を課した。
conservative,"【形】保守的な, 慎重な.",/kənˈsɜːrvətɪv/,He has conservative views on social issues.,彼は社会問題について保守的な考えを持っています。
